Provider State,DRG Definition,Provider Id,Average Total Payments,Average Covered Charges,Total Discharges,Average Medicare Payments
NJ,896 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,3,16557.346666666665,96014.08666666667,17.333333333333332,14417.096666666666
NJ,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,35,6877.72,49609.77314285713,28.37142857142857,5031.786571428573
NJ,907 - OTHER O.R. PROCEDURES FOR INJURIES W MCC,5,35668.93,181848.69199999998,13.0,30149.809999999998
NJ,908 - OTHER O.R. PROCEDURES FOR INJURIES W CC,6,17162.758333333335,91060.46999999999,13.5,15298.669999999998
NJ,914 - TRAUMATIC INJURY W/O MCC,1,10344.6,53169.67,15.0,4174.73
NJ,916 - ALLERGIC REACTIONS W/O MCC,2,4548.35,35184.265,13.0,2974.885
NJ,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,27,12049.492592592593,87740.54592592594,19.185185185185187,10143.584814814814
NJ,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,26,5453.099999999999,43595.3826923077,19.076923076923077,4157.8134615384615
NJ,919 - COMPLICATIONS OF TREATMENT W MCC,9,14900.224444444446,94991.91222222222,17.666666666666668,13035.60111111111
NJ,920 - COMPLICATIONS OF TREATMENT W CC,15,8254.478666666668,49531.12466666668,17.333333333333332,6772.772666666666
NJ,921 - COMPLICATIONS OF TREATMENT W/O CC/MCC,1,5474.73,28764.47,15.0,3126.13
NJ,928 - FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W CC/MCC,1,53421.65,257787.82,17.0,44047.35
NJ,947 - SIGNS & SYMPTOMS W MCC,10,9347.537999999999,56292.744000000006,15.3,7971.538999999999
NJ,948 - SIGNS & SYMPTOMS W/O MCC,38,6128.720263157895,41064.710263157904,26.42105263157895,4781.258684210526
NJ,"956 - LIMB REATTACHMENT, HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA",2,37815.93,149695.03,13.5,25672.475
NJ,963 - OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC,1,38199.11,123116.0,19.0,18057.74
NJ,974 - HIV W MAJOR RELATED CONDITION W MCC,5,27325.614,109819.21,17.8,24848.311999999998
NJ,975 - HIV W MAJOR RELATED CONDITION W CC,1,19514.95,60715.84,19.0,16102.11
NJ,981 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,33,39109.117575757584,219522.09909090912,24.03030303030303,35586.896969696965
NJ,982 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,21,22748.815238095234,120269.21238095238,17.80952380952381,19436.910952380953
NJ,987 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,4,24933.2725,115330.27,14.75,22317.89
NJ,988 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,4,12482.349999999999,65744.78,11.75,10800.712499999998
NM,"003 - ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",1,148538.55,266096.18,22.0,135590.32
NM,"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",3,70072.86666666667,188696.10333333336,11.666666666666666,68081.30666666666
NM,023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,1,46799.38,77963.31,16.0,42850.75
NM,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,2,38478.065,83883.92000000001,40.5,35220.035
NM,026 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,2,26059.325,59868.225000000006,12.0,23888.795
NM,027 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,1,23733.3,45520.27,33.0,20190.15
NM,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,3,7376.8,33995.579999999994,19.0,5440.5233333333335
NM,054 - NERVOUS SYSTEM NEOPLASMS W MCC,1,17849.62,32455.15,13.0,13931.08
NM,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,1,15685.25,34667.31,16.0,12784.5
NM,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,7,14147.084285714285,41461.427142857145,39.857142857142854,12498.634285714284
NM,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,10,8383.173,28959.299,32.9,6947.95
NM,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,7,6863.181428571428,21056.614285714284,34.142857142857146,5235.508571428572
NM,069 - TRANSIENT ISCHEMIA,6,5187.446666666667,23207.851666666666,15.5,4104.245
NM,070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,3,16004.423333333334,36693.62,19.0,12923.883333333333
NM,071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,2,9084.37,24913.42,28.5,6158.215
NM,"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",1,23597.9,43022.05,21.0,19501.62
NM,"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",2,11620.325,27760.01,16.5,9864.685000000001
NM,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,1,14137.13,46596.38,16.0,10602.31
NM,092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,3,8834.98,26370.343333333334,15.666666666666666,7104.913333333333
NM,100 - SEIZURES W MCC,3,13129.873333333331,47665.37333333333,21.0,11023.593333333332
NM,101 - SEIZURES W/O MCC,5,7075.2119999999995,18247.444,21.4,5348.798000000001
NM,152 - OTITIS MEDIA & URI W MCC,1,7869.75,20766.63,16.0,6116.88
NM,163 - MAJOR CHEST PROCEDURES W MCC,1,26729.0,143420.85,13.0,25960.38
NM,164 - MAJOR CHEST PROCEDURES W CC,1,15367.0,82773.0,15.0,14276.13
NM,175 - PULMONARY EMBOLISM W MCC,3,11087.11,38286.496666666666,23.666666666666668,8812.63
NM,176 - PULMONARY EMBOLISM W/O MCC,8,7898.075000000001,26053.08375,16.25,6282.367499999999
NM,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,9,15588.575555555555,48555.80111111111,23.0,13093.015555555556
NM,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,5,10823.176,33201.996,12.6,9783.638
NM,180 - RESPIRATORY NEOPLASMS W MCC,1,12859.54,46549.46,13.0,11506.77
NM,186 - PLEURAL EFFUSION W MCC,1,11022.38,27975.44,16.0,8961.75
NM,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,13,9383.315384615385,32220.185384615383,53.15384615384615,8213.501538461538
NM,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,17,9253.11882352941,30640.022352941178,31.11764705882353,7933.44705882353
NM,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,15,7409.492666666668,25099.590666666674,21.466666666666665,6003.784000000001
NM,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,13,5997.983846153846,18083.82153846154,15.153846153846153,4797.005384615385
NM,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,19,11378.061052631581,34823.761578947364,42.31578947368421,9938.516315789475
NM,194 - SIMPLE PNEUMONIA & PLEURISY W CC,24,8034.4295833333335,25015.846250000002,31.458333333333332,6778.791666666667
NM,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,14,5699.788571428571,16246.232142857143,24.0,4521.8385714285705
NM,202 - BRONCHITIS & ASTHMA W CC/MCC,5,6891.889999999999,17995.003999999997,16.6,5503.472
NM,203 - BRONCHITIS & ASTHMA W/O CC/MCC,1,6548.29,6813.18,17.0,5674.41
NM,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,3,32025.86,161618.16666666666,16.0,28225.28333333333
NM,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,8,17358.51125,70103.54875,24.0,15453.59625
NM,219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,2,55077.205,239222.125,16.5,50314.735
NM,220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,2,31777.695,162533.69,17.5,30444.77
NM,221 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,1,31294.31,122113.69,13.0,25488.15
NM,233 - CORONARY BYPASS W CARDIAC CATH W MCC,1,46975.83,290368.65,23.0,45812.3
NM,234 - CORONARY BYPASS W CARDIAC CATH W/O MCC,3,32890.26666666666,196600.0166666667,18.333333333333332,24243.24
NM,235 - CORONARY BYPASS W/O CARDIAC CATH W MCC,1,35026.59,209519.41,17.0,34790.29
NM,236 - CORONARY BYPASS W/O CARDIAC CATH W/O MCC,2,25256.715,132543.07,26.5,21013.085
NM,237 - MAJOR CARDIOVASC PROCEDURES W MCC,3,40436.68,149565.87333333332,13.333333333333334,38311.683333333334
NM,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,4,23199.07,97689.91500000001,29.5,20121.095
NM,239 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,1,25468.36,129230.91,11.0,24879.36
NM,242 - PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,2,23745.82,113335.775,18.0,21868.805
NM,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,2,16798.77,77330.84,19.5,14798.73
NM,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,3,13934.39,71996.50333333334,13.333333333333334,11837.666666666666
NM,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,6,23182.31,108447.53333333334,29.333333333333332,21378.796666666665
NM,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,8,15704.7,74578.325,55.375,13163.865
NM,248 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W MCC OR 4+ VES/STENTS,2,19027.835,117019.72,14.0,18014.135000000002
NM,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,3,11598.843333333332,69101.15000000001,16.333333333333332,10415.313333333334
NM,250 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,2,19677.095,103509.655,14.0,18587.315000000002
NM,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,3,15448.980000000001,71202.11,19.666666666666668,12577.036666666667
NM,252 - OTHER VASCULAR PROCEDURES W MCC,4,25862.095,75885.09000000001,27.5,23134.079999999998
NM,253 - OTHER VASCULAR PROCEDURES W CC,5,19153.55,61901.052,21.2,16672.852000000003
NM,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,1,10570.69,74716.38,13.0,9408.0
NM,264 - OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,1,21776.42,58730.92,12.0,20951.08
NM,266 - ENDOVASCULAR CARDIAC VALVE REPLACEMENT W MCC,1,51037.71,140828.35,17.0,50083.82
NM,267 - ENDOVASCULAR CARDIAC VALVE REPLACEMENT W/O MCC,1,41729.83,133042.5,18.0,40593.61
NM,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",9,13181.493333333332,47451.41555555555,29.666666666666668,11459.005555555555
NM,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",6,7547.685,36401.07666666667,28.5,6326.306666666666
NM,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5,6839.508,29877.76,19.6,4533.024
NM,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",5,16832.288,54768.0,18.4,13855.568
NM,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",8,9163.27875,41701.70125,33.25,7435.8499999999985
NM,291 - HEART FAILURE & SHOCK W MCC,18,11515.989444444444,36323.02277777778,38.388888888888886,10015.324999999999
NM,292 - HEART FAILURE & SHOCK W CC,20,8000.436500000002,24356.686,28.55,6982.193000000001
NM,293 - HEART FAILURE & SHOCK W/O CC/MCC,11,6035.349999999999,17508.969090909093,14.181818181818182,4852.069090909091
NM,299 - PERIPHERAL VASCULAR DISORDERS W MCC,2,11244.71,35016.44,15.0,9952.150000000001
NM,300 - PERIPHERAL VASCULAR DISORDERS W CC,6,7058.063333333334,24613.468333333334,19.0,5928.503333333334
NM,303 - ATHEROSCLEROSIS W/O MCC,2,4408.375,21719.335,12.0,3270.085
NM,305 - HYPERTENSION W/O MCC,2,4817.51,22407.815000000002,12.5,3346.135
NM,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,7,9765.617142857142,30891.467142857146,25.285714285714285,8418.459999999997
NM,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,11,6229.580909090909,22786.673636363637,25.09090909090909,5074.601818181818
NM,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,10,4339.933,17476.085,20.1,3042.1189999999997
NM,312 - SYNCOPE & COLLAPSE,9,6248.668888888889,24693.25111111111,18.555555555555557,5074.736666666667
NM,313 - CHEST PAIN,8,5213.3025,15169.951249999998,18.125,4007.97125
NM,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,7,14797.589999999998,44680.36,19.428571428571427,12927.458571428575
NM,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,1,7422.86,22435.93,14.0,7069.14
NM,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",2,41105.45,102708.255,13.0,36973.854999999996
NM,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,5,39381.542,113770.812,21.8,36333.78200000001
NM,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,3,19772.443333333333,57947.1,26.666666666666668,18224.25
NM,331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,2,12166.975,33104.57,18.5,10758.41
NM,369 - MAJOR ESOPHAGEAL DISORDERS W CC,1,8249.15,22927.31,13.0,6204.46
NM,371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,3,15326.996666666666,39214.85666666667,25.0,13278.346666666666
NM,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,5,9679.990000000002,25174.724,14.4,8354.19
NM,377 - G.I. HEMORRHAGE W MCC,7,14046.745714285715,50187.77857142857,31.857142857142858,12672.96142857143
NM,378 - G.I. HEMORRHAGE W CC,12,7845.88,31236.312499999996,41.25,6583.969166666667
NM,379 - G.I. HEMORRHAGE W/O CC/MCC,3,5576.576666666667,15961.166666666666,17.333333333333332,4394.663333333334
NM,388 - G.I. OBSTRUCTION W MCC,2,11727.755000000001,33229.68,15.5,10717.52
NM,389 - G.I. OBSTRUCTION W CC,8,7313.853749999999,22137.48375,19.75,5953.780000000001
NM,390 - G.I. OBSTRUCTION W/O CC/MCC,4,4762.7775,17329.1175,18.5,3501.9049999999997
NM,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",6,9874.175,27800.021666666664,21.333333333333332,8447.595
NM,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",24,6292.040416666666,20161.949999999997,31.833333333333332,5046.807916666668
NM,393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,3,13708.396666666667,36015.79666666667,16.333333333333332,10957.646666666667
NM,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,7,7907.3,24472.182857142856,16.857142857142858,6578.465714285715
NM,395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,1,5631.15,18840.0,13.0,3765.0
NM,"405 - PANCREAS, LIVER & SHUNT PROCEDURES W MCC",1,55210.33,82231.53,15.0,43637.53
NM,417 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,3,20527.263333333336,59084.38999999999,17.0,16484.743333333332
NM,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,5,12107.869999999999,52549.284,20.6,10811.196
NM,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,6,9704.016666666668,35628.621666666666,15.0,7910.231666666667
NM,432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,3,14011.166666666666,38411.43,21.666666666666668,11887.15
NM,433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,1,7340.83,29020.0,12.0,5246.58
NM,435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,2,11621.41,53085.56,15.5,9859.689999999999
NM,438 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,1,12063.67,29951.58,12.0,9588.83
NM,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,3,7044.48,29448.38333333333,20.333333333333332,5490.043333333334
NM,440 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,2,5233.764999999999,17436.585,21.5,3989.085
NM,"441 - DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC",6,15891.326666666666,30941.78833333333,21.333333333333332,14626.591666666665
NM,"442 - DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W CC",7,7999.520000000001,23061.971428571425,20.285714285714285,7042.851428571428
NM,444 - DISORDERS OF THE BILIARY TRACT W MCC,2,11390.5,47138.16,16.0,10165.22
NM,445 - DISORDERS OF THE BILIARY TRACT W CC,1,7876.88,26452.88,16.0,6472.38
NM,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,6,30622.791666666668,117816.32666666666,34.5,27647.74
NM,462 - BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,2,27670.84,82894.19,30.0,23032.775
NM,"464 - WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",1,17486.13,59892.47,15.0,16365.47
NM,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,2,23241.464999999997,66006.625,15.5,21021.515
NM,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,1,18375.67,60452.88,24.0,15146.75
NM,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,5,27287.52,80024.392,18.0,24584.552000000003
NM,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,19,16457.41526315789,59783.83421052631,115.15789473684211,13721.916315789478
NM,473 - CERVICAL SPINAL FUSION W/O CC/MCC,3,16555.81,77119.43000000001,18.0,13088.029999999999
NM,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,5,23690.218,64461.348,18.8,21230.148000000005
NM,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,13,14329.896923076922,56013.71384615385,30.0,12758.84076923077
NM,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,8,12919.52,38618.551250000004,17.5,11075.015000000001
NM,483 - MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,4,20345.4175,47315.29,35.25,18001.1075
NM,"493 - LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC",2,13950.05,56332.04,17.5,12452.259999999998
NM,"494 - LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC",3,10955.703333333333,48267.44666666666,13.333333333333334,9650.726666666667
NM,518 - BACK & NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM,1,17980.06,110041.38,16.0,15158.44
NM,520 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,3,8826.496666666666,38389.29,15.666666666666666,6787.46
NM,536 - FRACTURES OF HIP & PELVIS W/O MCC,2,5189.255,16153.1,16.0,3932.135
NM,543 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,1,8657.46,30529.92,13.0,7771.08
NM,551 - MEDICAL BACK PROBLEMS W MCC,1,10550.75,28193.5,12.0,9357.92
NM,552 - MEDICAL BACK PROBLEMS W/O MCC,5,7740.046,22396.596,16.8,6291.984
NM,"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",1,12224.08,16388.5,12.0,10112.5
NM,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",3,5578.426666666666,19353.34,16.666666666666668,4278.24
NM,602 - CELLULITIS W MCC,4,10802.365,29937.495,19.25,9651.6825
NM,603 - CELLULITIS W/O MCC,20,7118.880000000002,19012.859999999997,24.8,5793.109
NM,"617 - AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W CC",1,12731.62,40034.85,13.0,11103.62
NM,621 - O.R. PROCEDURES FOR OBESITY W/O CC/MCC,3,9103.926666666666,47495.61666666667,14.0,7881.593333333333
NM,637 - DIABETES W MCC,4,11808.494999999999,30931.9375,15.75,10497.5475
NM,638 - DIABETES W CC,10,7469.159,20627.409000000003,20.0,6379.129999999999
NM,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",9,8673.547777777778,26211.83111111111,29.555555555555557,7511.173333333333
NM,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",18,6378.558333333333,18950.855555555558,25.0,5217.312777777777
NM,652 - KIDNEY TRANSPLANT,2,37991.66,196082.715,26.0,30353.53
NM,658 - KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC,1,10779.92,35195.17,12.0,9332.08
NM,660 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC,1,13002.82,46062.64,11.0,11555.18
NM,669 - TRANSURETHRAL PROCEDURES W CC,1,9407.4,28777.33,15.0,7240.73
NM,673 - OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC,2,30051.19,91370.295,15.0,28739.85
NM,674 - OTHER KIDNEY & URINARY TRACT PROCEDURES W CC,1,18894.69,77852.5,16.0,17603.5
NM,682 - RENAL FAILURE W MCC,12,12148.279166666669,39746.19583333333,37.75,10653.993333333334
NM,683 - RENAL FAILURE W CC,17,7470.5217647058835,24056.922941176475,30.647058823529413,6190.605294117647
NM,684 - RENAL FAILURE W/O CC/MCC,2,5418.7,13309.9,17.5,3849.41
NM,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,10,8573.611,30555.056999999993,26.0,7339.2699999999995
NM,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,23,6468.083043478261,17511.284347826087,30.26086956521739,5348.625652173913
NM,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,3,13760.869999999997,37142.026666666665,26.666666666666668,11659.773333333333
NM,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,5,9025.466,25121.072,13.6,7439.889999999999
NM,708 - MAJOR MALE PELVIC PROCEDURES W/O CC/MCC,1,9611.93,19568.6,30.0,7841.9
NM,775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,1,10071.09,12808.91,11.0,8916.18
NM,809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,2,11778.585,23953.285,15.5,9325.815
NM,811 - RED BLOOD CELL DISORDERS W MCC,2,9968.425,56451.705,21.5,9173.375
NM,812 - RED BLOOD CELL DISORDERS W/O MCC,7,7088.111428571428,24145.67714285714,17.428571428571427,5421.778571428572
NM,813 - COAGULATION DISORDERS,1,13795.29,51390.07,14.0,10263.5
NM,847 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,2,11688.86,24067.445,15.0,9788.555
NM,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,8,39575.15875,148115.375,39.875,35559.16999999999
NM,854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,3,19834.99666666667,50141.76333333333,18.0,17438.25333333333
NM,862 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,1,21919.13,35622.47,15.0,18390.2
NM,863 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,2,10687.75,25688.43,12.5,8497.39
NM,870 - SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,5,40835.60600000001,156295.492,17.2,37129.498
NM,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,25,14050.731600000005,37531.69440000001,113.6,12722.653999999999
NM,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,25,8427.3544,25069.606799999994,37.52,7216.457999999998
NM,881 - DEPRESSIVE NEUROSES,1,5008.22,15787.3,23.0,4413.22
NM,884 - ORGANIC DISTURBANCES & MENTAL RETARDATION,1,8566.91,28950.27,11.0,7310.91
NM,885 - PSYCHOSES,3,7330.66,18756.756666666668,114.0,6243.996666666666
NM,896 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,2,14964.55,27314.75,16.5,11829.849999999999
NM,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,5,6814.702,18803.0,19.4,5358.878
NM,907 - OTHER O.R. PROCEDURES FOR INJURIES W MCC,2,34409.765,72563.43,15.0,30554.335
NM,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,6,11677.946666666669,38780.78333333334,21.833333333333332,9756.961666666666
NM,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,2,8035.165000000001,18384.305,15.0,6118.995000000001
NM,919 - COMPLICATIONS OF TREATMENT W MCC,2,16798.13,32183.85,14.0,14609.425
NM,920 - COMPLICATIONS OF TREATMENT W CC,1,14466.0,22070.17,12.0,11548.83
NM,948 - SIGNS & SYMPTOMS W/O MCC,6,6307.118333333335,20460.761666666665,14.833333333333334,4936.1866666666665
NM,981 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,4,35775.81,104102.1875,15.0,34420.415
NV,"003 - ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",3,132036.72333333336,645424.7266666666,32.333333333333336,118522.09999999999
NV,"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",12,81031.40416666666,530445.5225000001,21.916666666666668,74616.42083333332
NV,023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,2,38463.634999999995,205576.31,14.5,35388.905
NV,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,5,34261.92,205071.92799999999,25.4,28717.206
NV,026 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,1,22607.95,94321.36,22.0,19564.55
NV,027 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,2,17075.8,103536.31,18.5,13872.64
NV,038 - EXTRACRANIAL PROCEDURES W CC,2,10686.59,58865.99,16.5,9195.810000000001
NV,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,8,7796.91125,57051.04,25.5,6440.725
NV,054 - NERVOUS SYSTEM NEOPLASMS W MCC,2,9173.555,53300.96,15.0,8243.48
NV,055 - NERVOUS SYSTEM NEOPLASMS W/O MCC,1,7829.86,48887.86,14.0,6584.43
